Nodes:
a0 {'width': 16, 'height': 16, 'fixed': False}
{'nodes': ['a4282', 'a2330']}
{'nodes': ['a2555', 'a2547']}
{'nodes': ['a2716', 'a5406']}
{'nodes': ['a11650', 'a4359']}
{'nodes': ['a4510', 'a2840']}
{'nodes': ['a8969', 'a1049']}
{'nodes': ['a4651', 'a3816']}
{'nodes': ['a9432', 'a9186']}
{'nodes': ['a2506', 'a7053']}
{'nodes': ['a9409', 'a8452']}
{'nodes': ['a11019', 'a5673']}
{'nodes': ['a11764', 'a7747']}
{'nodes': ['a6719', 'a6879']}
{'nodes': ['a10545', 'a12505']}
{'nodes': ['a2455', 'a10224']}
{'nodes': ['a5092', 'a6821']}
{'nodes': ['a9183', 'a11045']}
{'nodes': ['a7283', 'a10817']}
{'nodes': ['a997', 'a2679']}
{'nodes': ['a3500', 'a4710']}
{'nodes': ['a9262', 'a2916']}
{'nodes': ['a1574', 'a5261']}
{'nodes': ['a7404', 'a9261']}
{'nodes': ['a4831', 'a7666']}
{'nodes': ['a11278', 'a10055']}
{'nodes': ['a9694', 'a11875']}
{'nodes': ['a956', 'a297']}
{'nodes': ['a2889', 'a10334']}
{'nodes': ['a7163', 'a572']}
{'nodes': ['a7207', 'a7404', 'a7163']}
{'nodes': ['a1720', 'a10651']}
{'nodes': ['a916', 'a4789']}
{'nodes': ['a5704', 'a5332']}
{'nodes': ['a6643', 'a3503']}
{'nodes': ['a11937', 'a8830']}
{'nodes': ['a7677', 'a10429']}
{'nodes': ['a12100', 'a8712']}
{'nodes': ['a8039', 'a7071']}
{'nodes': ['a77', 'a7221']}
{'nodes': ['a5645', 'a1363']}
{'nodes': ['a11158', 'a485']}
{'nodes': ['a2979', 'a3401', 'a6785']}
{'nodes': ['a1854', 'a4293']}
{'nodes': ['a1287', 'a9221']}
{'nodes': ['a4151', 'a9325']}
{'nodes': ['a5595', 'a9111']}
{'nodes': ['a1843', 'a7695']}
{'nodes': ['a4107', 'a1619']}
{'nodes': ['a6477', 'a12380']}
{'nodes': ['a10188', 'a7567']}
{'nodes': ['a12430', 'a94']}
{'nodes': ['a6720', 'a3939']}
{'nodes': ['a12059', 'a3420']}
{'nodes': ['a11858', 'a3401', 'a909']}
{'nodes': ['a11848', 'a8053']}
{'nodes': ['a10378', 'a11382']}
{'nodes': ['a3995', 'a3022']}
{'nodes': ['a7050', 'a9850']}
{'nodes': ['a1033', 'a1732']}
{'nodes': ['a4076', 'a5777']}
{'nodes': ['a7318', 'a149']}
{'nodes': ['a11227', 'a1966']}
{'nodes': ['a10909', 'a4278']}
{'nodes': ['a367', 'a4556']}
{'nodes': ['a10474', 'a3316']}
{'nodes': ['a2039', 'a8748']}
{'nodes': ['a9027', 'a7290']}
{'nodes': ['a10391', 'a9590']}
{'nodes': ['a3120', 'a5123', 'a1208', 'a8467', 'a5598', 'a4057']}
{'nodes': ['a296', 'a7852']}
{'nodes': ['a10985', 'a7048']}
{'nodes': ['a3830', 'a9893']}
{'nodes': ['a8617', 'a7187']}
{'nodes': ['a11451', 'a1772']}
{'nodes': ['a5957', 'a1498']}
{'nodes': ['a10158', 'a10056']}
{'nodes': ['a3653', 'a5072']}
{'nodes': ['a3072', 'a10943']}
{'nodes': ['a7376', 'a2858']}
{'nodes': ['a9814', 'a996']}
{'nodes': ['a2839', 'a1301']}
{'nodes': ['a12348', 'a8527']}
{'nodes': ['a2334', 'a4101']}
{'nodes': ['a395', 'a6988']}
{'nodes': ['a8433', 'a12433']}
{'nodes': ['a2619', 'a7803']}
{'nodes': ['a5034', 'a11635']}
{'nodes': ['a4871', 'a10899']}
{'nodes': ['a9448', 'a9533']}
{'nodes': ['a1522', 'a3077']}
{'nodes': ['a3817', 'a9816']}
{'nodes': ['a1996', 'a1805']}
{'nodes': ['a1276', 'a5528']}
{'nodes': ['a2126', 'a6066']}
{'nodes': ['a8344', 'a4827']}
{'nodes': ['a6563', 'a8954']}
{'nodes': ['a2542', 'a8735']}
{'nodes': ['a1189', 'a7263']}
{'nodes': ['a4349', 'a9759']}
{'nodes': ['a6213', 'a12028']}
{'nodes': ['a9708', 'a2735']}
{'nodes': ['a8588', 'a1236']}
{'nodes': ['a404', 'a5652']}
{'nodes': ['a6041', 'a5588']}
{'nodes': ['a4579', 'a5953']}
{'nodes': ['a8365', 'a6368']}
{'nodes': ['a6689', 'a11100']}
{'nodes': ['a5994', 'a10680']}
{'nodes': ['a4509', 'a2548']}
{'nodes': ['a1057', 'a7366']}
{'nodes': ['a2733', 'a2632']}
{'nodes': ['a6948', 'a1282']}
{'nodes': ['a11265', 'a1597']}
{'nodes': ['a4467', 'a5666']}
{'nodes': ['a8739', 'a6032']}
{'nodes': ['a3226', 'a10061', 'a12430', 'a9814', 'a6656', 'a916', 'a1720', 'a11331', 'a2992', 'a6948', 'a5704', 'a5645', 'a9071', 'a9530', 'a1000', 'a10158', 'a2126']}
{'nodes': ['a2992', 'a3072', 'a12430', 'a4076', 'a916', 'a8039', 'a1720', 'a7318', 'a5704', 'a10909', 'a5645', 'a9071', 'a77', 'a7186', 'a10158', 'a6477', 'a4107']}
{'nodes': ['a7797', 'a797']}
{'nodes': ['a2680', 'a5730']}
{'nodes': ['a5311', 'a8093']}
{'nodes': ['a3358', 'a8377']}
{'nodes': ['a4460', 'a7537']}
{'nodes': ['a9316', 'a8319']}
{'nodes': ['a9254', 'a6449']}
{'nodes': ['a10957', 'a12330']}
{'nodes': ['a3388', 'a8141']}
{'nodes': ['a5725', 'a7462']}
{'nodes': ['a9586', 'a6602']}
{'nodes': ['a3915', 'a2342']}
{'nodes': ['a3317', 'a142']}
{'nodes': ['a7716', 'a3746', 'a3830', 'a7368', 'a8391', 'a11650', 'a8155', 'a9052', 'a4509', 'a7111']}
{'nodes': ['a11603', 'a11159']}
{'nodes': ['a9765', 'a7348']}
{'nodes': ['a8020', 'a11915', 'a5556']}
{'nodes': ['a10782', 'a9875']}
{'nodes': ['a8811', 'a2006']}
{'nodes': ['a3631', 'a6140']}
{'nodes': ['a5472', 'a5884']}
{'nodes': ['a10441', 'a443', 'a12265', 'a3787', 'a6146', 'a5446', 'a10317']}
{'nodes': ['a5446', 'a443']}
{'nodes': ['a3163', 'a4123', 'a10137', 'a3165', 'a4026', 'a6557', 'a2701', 'a10975', 'a3268']}
{'nodes': ['a12243', 'a7083', 'a9491', 'a10086']}
{'nodes': ['a10258', 'a440']}
{'nodes': ['a9105', 'a1450', 'a1172', 'a7732', 'a11220', 'a8171', 'a440', 'a7813', 'a5765', 'a10929', 'a7480', 'a5576', 'a11526', 'a4170', 'a11267', 'a3437', 'a4121', 'a7804', 'a885', 'a9871', 'a6797', 'a5681']}
{'nodes': ['a9048', 'a10385']}
{'nodes': ['a1288', 'a715']}
{'nodes': ['a5750', 'a5876']}
{'nodes': ['a8547', 'a4085']}
{'nodes': ['a5696', 'a511']}
{'nodes': ['a8566', 'a5429']}
{'nodes': ['a7768', 'a2617']}
{'nodes': ['a11753', 'a5421']}
{'nodes': ['a4143', 'a4290']}
{'nodes': ['a6851', 'a7818']}
{'nodes': ['a3352', 'a3114']}
{'nodes': ['a9315', 'a3741']}
{'nodes': ['a11666', 'a1032']}
{'nodes': ['a9404', 'a3884']}
{'nodes': ['a8601', 'a9303']}
{'nodes': ['a7659', 'a7121']}
{'nodes': ['a4702', 'a3707']}
{'nodes': ['a2387', 'a8414']}
{'nodes': ['a4806', 'a7642']}
{'nodes': ['a3508', 'a8436']}
{'nodes': ['a8883', 'a7806']}
{'nodes': ['a1094', 'a11863']}
{'nodes': ['a3170', 'a1595']}
{'nodes': ['a9136', 'a7817']}
{'nodes': ['a3158', 'a12363']}
{'nodes': ['a9109', 'a6893']}
{'nodes': ['a11469', 'a12349']}
{'nodes': ['a9988', 'a10498']}
{'nodes': ['a7925', 'a15']}
{'nodes': ['a7548', 'a11052']}
{'nodes': ['a7827', 'a10808']}
{'nodes': ['a7569', 'a2685']}
{'nodes': ['a3298', 'a3114', 'a3741', 'a1032', 'a10385', 'a9303', 'a5876', 'a3884', 'a715', 'a10245', 'a7121', 'a4085', 'a3707', 'a511', 'a7642', 'a8414', 'a7806', 'a1596', 'a1595', 'a8436', 'a11863', 'a7818']}
{'nodes': ['a9824', 'a4474', 'a2616', 'a6838', 'a7583', 'a909', 'a4576', 'a3885', 'a661', 'a12200', 'a11403', 'a6785', 'a7933', 'a10794', 'a5195', 'a10781', 'a4775', 'a2661']}
{'nodes': ['a1214', 'a1117']}
{'nodes': ['a5585', 'a3015']}
{'nodes': ['a8468', 'a1087']}
{'nodes': ['a6501', 'a3197']}
{'nodes': ['a5939', 'a9025']}
{'nodes': ['a4059', 'a1156']}
{'nodes': ['a6436', 'a5838']}
{'nodes': ['a4071', 'a1441']}
{'nodes': ['a6377', 'a5812']}
{'nodes': ['a11223', 'a8110']}
{'nodes': ['a10453', 'a7454']}
{'nodes': ['a8684', 'a6120']}
{'nodes': ['a10980', 'a4198']}
{'nodes': ['a8647', 'a6604']}
{'nodes': ['a11127', 'a4195']}
{'nodes': ['a10166', 'a6562']}
{'nodes': ['a8331', 'a7454', 'a6120', 'a6604', 'a4198', 'a1117', 'a3015', 'a6562', 'a3197', 'a4195', 'a1087', 'a9025', 'a1156', 'a5838', 'a1441', 'a8110', 'a5812']}
{'nodes': ['a11401', 'a12215']}
{'nodes': ['a9541', 'a2109']}
{'nodes': ['a8094', 'a8876']}
{'nodes': ['a7807', 'a11150']}
{'nodes': ['a8024', 'a8819']}
{'nodes': ['a7746', 'a11254']}
{'nodes': ['a10133', 'a10745']}
{'nodes': ['a1711', 'a424']}
{'nodes': ['a6535', 'a11334']}
{'nodes': ['a12345', 'a9667']}
{'nodes': ['a1735', 'a3062']}
{'nodes': ['a274', 'a4810']}
{'nodes': ['a5824', 'a3359']}
{'nodes': ['a8525', 'a8907']}
{'nodes': ['a2', 'a11682']}
{'nodes': ['a5989', 'a3502']}
{'nodes': ['a2121', 'a3590']}
{'nodes': ['a1708', 'a8204']}
{'nodes': ['a244', 'a3237']}
{'nodes': ['a5793', 'a8095']}
{'nodes': ['a10503', 'a7247']}
{'nodes': ['a12', 'a10084']}
{'nodes': ['a10230', 'a7951']}
{'nodes': ['a129', 'a7424']}
{'nodes': ['a4949', 'a7994']}
{'nodes': ['a4112', 'a6448']}
{'nodes': ['a2667', 'a12001']}
{'nodes': ['a4765', 'a2246']}
{'nodes': ['a4466', 'a6285']}
{'nodes': ['a4720', 'a12266']}
{'nodes': ['a4398', 'a4222']}
{'nodes': ['a5687', 'a12259']}
{'nodes': ['a8558', 'a10450']}
{'nodes': ['a5761', 'a760']}
{'nodes': ['a8511', 'a5459']}
{'nodes': ['a7486', 'a10720']}
{'nodes': ['a11776', 'a494']}
{'nodes': ['a4167', 'a10731']}
{'nodes': ['a6880', 'a2331']}
{'nodes': ['a12503', 'a5451']}
{'nodes': ['a7017', 'a4481']}
{'nodes': ['a12437', 'a2899']}
{'nodes': ['a10161', 'a5205']}
{'nodes': ['a181', 'a3724']}
{'nodes': ['a11616', 'a1018']}
{'nodes': ['a10809', 'a3868']}
{'nodes': ['a11545', 'a9370']}
{'nodes': ['a10928', 'a7103']}
{'nodes': ['a2411', 'a3903']}
{'nodes': ['a7294', 'a7994', 'a2331', 'a12001', 'a10731', 'a6448', 'a2244', 'a5451', 'a4222', 'a12266', 'a8204', 'a3237', 'a10450', 'a7247', 'a5459', 'a12259', 'a8095', 'a11007', 'a760', 'a7951', 'a494', 'a10720']}
{'nodes': ['a4187', 'a8483']}
{'nodes': ['a7507', 'a3226']}
{'nodes': ['a4935', 'a476']}
{'nodes': ['a4136', 'a4826']}
{'nodes': ['a7023', 'a4044']}
{'nodes': ['a12450', 'a8879']}
{'nodes': ['a4432', 'a5386']}
{'nodes': ['a6777', 'a3173']}
{'nodes': ['a4426', 'a5403']}
{'nodes': ['a8998', 'a3160']}
{'nodes': ['a11569', 'a8759']}
{'nodes': ['a10924', 'a11338']}
{'nodes': ['a9089', 'a3880']}
{'nodes': ['a11515', 'a7877']}
{'nodes': ['a10067', 'a7115']}
{'nodes': ['a11464', 'a7846']}
{'nodes': ['a9994', 'a7072']}
{'nodes': ['a3107', 'a9888']}
{'nodes': ['a786', 'a1834']}
{'nodes': ['a9935', 'a6567']}
{'nodes': ['a2138', 'a11800']}
{'nodes': ['a9916', 'a6342']}
{'nodes': ['a2161', 'a11760']}
{'nodes': ['a1538', 'a2144']}
{'nodes': ['a5521', 'a277']}
{'nodes': ['a3123', 'a11324']}
{'nodes': ['a125', 'a10494']}
{'nodes': ['a2070', 'a543']}
{'nodes': ['a650', 'a10261']}
{'nodes': ['a6237', 'a551']}
{'nodes': ['a3955', 'a4941']}
{'nodes': ['a423', 'a4653']}
{'nodes': ['a4817', 'a2676']}
{'nodes': ['a10130', 'a7595', 'a4425', 'a2156', 'a8277', 'a5252', 'a11829', 'a9264', 'a1558', 'a5589', 'a12175', 'a6712', 'a3506', 'a831', 'a12164', 'a6713', 'a3654', 'a10210', 'a10281', 'a7459', 'a5233', 'a2406']}
{'nodes': ['a8523', 'a7056']}
{'nodes': ['a7142', 'a9934']}
{'nodes': ['a11974', 'a8439']}
{'nodes': ['a7834', 'a8439', 'a7056', 'a9934']}
{'nodes': ['a1144', 'a6566']}
{'nodes': ['a3612', 'a4626']}
{'nodes': ['a9002', 'a8687']}
{'nodes': ['a7173', 'a10994']}
{'nodes': ['a5803', 'a10658']}
{'nodes': ['a7570', 'a6566', 'a4626', 'a10994', 'a8687', 'a10658']}
{'nodes': ['a9830', 'a397', 'a10886', 'a7437', 'a4788', 'a2080', 'a9640', 'a6614', 'a5146', 'a6408', 'a3088', 'a12442', 'a3927', 'a1418', 'a133', 'a11162', 'a8194', 'a517', 'a10859', 'a7513', 'a11241', 'a8121']}
{'nodes': ['a50', 'a1554']}
{'nodes': ['a5637', 'a3764']}
{'nodes': ['a7', 'a1850']}
{'nodes': ['a11440', 'a1246']}
{'nodes': ['a9891', 'a3764', 'a1850', 'a1246', 'a1554']}
{'nodes': ['a2145', 'a886']}
{'nodes': ['a12290', 'a3771']}
{'nodes': ['a616', 'a8593']}
{'nodes': ['a10584', 'a7389']}
{'nodes': ['a3435', 'a5393']}
{'nodes': ['a5370', 'a9454']}
{'nodes': ['a3167', 'a2842']}
{'nodes': ['a8675', 'a1020']}
{'nodes': ['a11511', 'a2853']}
{'nodes': ['a3714', 'a988']}
{'nodes': ['a4060', 'a3856']}
{'nodes': ['a2609', 'a9247']}
{'nodes': ['a8183', 'a1331']}
{'nodes': ['a3877', 'a5659']}
{'nodes': ['a8140', 'a7904']}
{'nodes': ['a7133', 'a7059']}
{'nodes': ['a9826', 'a9921']}
{'nodes': ['a8485', 'a1810']}
{'nodes': ['a6607', 'a6565']}
{'nodes': ['a7566', 'a8093', 'a6602', 'a5730', 'a12433', 'a5406', 'a3420', 'a8748', 'a10838', 'a5393', 'a9454', 'a3316', 'a485', 'a1020', 'a2842', 'a12505', 'a2853', 'a3503', 'a10055', 'a6821', 'a5884', 'a1171', 'a3769']}
{'nodes': ['a1677', 'a11392', 'a9488', 'a3771', 'a12213', 'a7389', 'a886', 'a2207', 'a8593', 'a10325', 'a10679']}
{'nodes': ['a10668', 'a3398', 'a11708', 'a8273', 'a10950', 'a3803', 'a2795', 'a1585', 'a6113', 'a2380', 'a12448', 'a8417', 'a4713', 'a7663', 'a5094', 'a1442', 'a11252', 'a5358', 'a961', 'a8029', 'a5049']}
{'nodes': ['a4513', 'a11773']}
{'nodes': ['a1375', 'a1578']}
{'nodes': ['a3886', 'a1362']}
{'nodes': ['a7922', 'a5669']}
{'nodes': ['a7125', 'a10483']}
{'nodes': ['a6142', 'a51']}
{'nodes': ['a8410', 'a7234']}
{'nodes': ['a6059', 'a9509']}
{'nodes': ['a8503', 'a8495']}
{'nodes': ['a6583', 'a7506']}
{'nodes': ['a11910', 'a4391']}
{'nodes': ['a3975', 'a6704']}
{'nodes': ['a6896', 'a11056']}
{'nodes': ['a11178', 'a10815']}
{'nodes': ['a6866', 'a9321']}
{'nodes': ['a11284', 'a9497']}
{'nodes': ['a1898', 'a6897', 'a8642', 'a349']}
{'nodes': ['a1262', 'a9950', 'a5449', 'a8826', 'a7713', 'a221', 'a557']}
{'nodes': ['a11836', 'a6054', 'a1602', 'a221']}
{'nodes': ['a5388', 'a6054', 'a1602']}
{'nodes': ['a11922', 'a995', 'a10993']}
{'nodes': ['a10952', 'a1766', 'a995', 'a10993']}
{'nodes': ['a360', 'a995', 'a10993']}
{'nodes': ['a5906', 'a9966', 'a9661', 'a9950', 'a9829', 'a2052', 'a12396', 'a9223', 'a6833']}
{'nodes': ['a10206', 'a11078', 'a2747', 'a6123', 'a248', 'a8974', 'a4108', 'a2321', 'a5680']}
{'nodes': ['a502', 'a11818', 'a6438', 'a1034', 'a10635', 'a10941', 'a6123', 'a8895', 'a5377', 'a12315', 'a758', 'a5726', 'a1933']}
{'nodes': ['a4972', 'a6438', 'a10635', 'a5711', 'a6705', 'a1771', 'a4379', 'a5545', 'a1166', 'a5289', 'a6523', 'a1933', 'a10316', 'a3997']}
{'nodes': ['a2332', 'a5470', 'a2747', 'a6123', 'a8895', 'a1797', 'a5289', 'a920', 'a3498', 'a8974', 'a10565', 'a3997']}
{'nodes': ['a5018', 'a5545', 'a11395', 'a920', 'a12315', 'a6739', 'a10404']}
{'nodes': ['a4477', 'a5140', 'a11078', 'a2747', 'a2606', 'a248', 'a8974', 'a10565', 'a2321', 'a3967', 'a3878', 'a5680']}
{'nodes': ['a6748', 'a11766', 'a10417', 'a3047', 'a566', 'a883', 'a8021']}
{'nodes': ['a5210', 'a1302', 'a12285', 'a2504']}
{'nodes': ['a3514', 'a11766', 'a9587', 'a11359', 'a566', 'a4642']}
{'nodes': ['a1039', 'a5664', 'a6764', 'a9587', 'a83', 'a8021', 'a7471']}
{'nodes': ['a3327', 'a1302', 'a12285', 'a1215']}
{'nodes': ['a9372', 'a4179', 'a11359', 'a10241', 'a883', 'a679']}
{'nodes': ['a11647', 'a4179', 'a2504', 'a9587', 'a6357']}
{'nodes': ['a9832', 'a4795', 'a1257', 'a6534', 'a492', 'a10599', 'a7782', 'a5515', 'a6459', 'a4995', 'a4166', 'a79', 'a281', 'a7570', 'a3690', 'a5044', 'a387', 'a2859']}
{'nodes': ['a5910', 'a3099', 'a5072']}
{'nodes': ['a9777', 'a6289', 'a644']}
{'nodes': ['a558', 'a8816', 'a4974', 'a2797', 'a10317', 'a1454']}
{'nodes': ['a7364', 'a4795', 'a487', 'a7763', 'a7398']}
{'nodes': ['a7415', 'a3368', 'a3230']}
{'nodes': ['a2077', 'a8820', 'a12114', 'a7390']}
{'nodes': ['a3658', 'a3006', 'a7415', 'a2377', 'a12290', 'a3182', 'a12390', 'a9777', 'a1462', 'a9410', 'a499']}
{'nodes': ['a9090', 'a2303', 'a10723', 'a7415', 'a7364', 'a2876', 'a558', 'a9410', 'a499', 'a3408']}
{'nodes': ['a4966', 'a6203', 'a3979', 'a7043', 'a7795', 'a8320', 'a11019', 'a5483']}
{'nodes': ['a7648', 'a1321', 'a8320']}
{'nodes': ['a8075', 'a2042', 'a1308']}
{'nodes': ['a5314', 'a4772', 'a12227', 'a5978', 'a4236', 'a10755', 'a10736', 'a3620', 'a2409']}
{'nodes': ['a4662', 'a4424', 'a4236', 'a4782', 'a10736', 'a6255']}
{'nodes': ['a5461', 'a5875']}
{'nodes': ['a8443', 'a4772', 'a5464', 'a1559']}
{'nodes': ['a2171', 'a9650', 'a4618']}
{'nodes': ['a3614', 'a4978']}
{'nodes': ['a9132', 'a4978']}
{'nodes': ['a5248', 'a2675', 'a5977', 'a5478']}
{'nodes': ['a7102', 'a367', 'a5957', 'a7923', 'a12100']}
{'nodes': ['a7527', 'a12265', 'a3787', 'a9338', 'a6146', 'a12290']}
{'nodes': ['a2028', 'a5646', 'a4776']}
{'nodes': ['a1321', 'a11085', 'a1077']}
{'nodes': ['a6649', 'a12476', 'a11466', 'a10481', 'a3132', 'a12296', 'a7352', 'a12168', 'a4032', 'a1190', 'a2028']}
{'nodes': ['a12322', 'a10724', 'a160', 'a12296', 'a7352']}
{'nodes': ['a2311', 'a12476', 'a1766', 'a7086', 'a160', 'a11801', 'a8906', 'a6756', 'a2544']}
{'nodes': ['a75', 'a12296', 'a10407', 'a2561']}
{'nodes': ['a12306', 'a8567', 'a6147', 'a8196', 'a6081', 'a8906']}
{'nodes': ['a10293', 'a10481', 'a10993']}
{'nodes': ['a11467', 'a1321', 'a2042', 'a12301', 'a1308']}
{'nodes': ['a9981', 'a2042']}
{'nodes': ['a3045', 'a8443', 'a5461', 'a5993', 'a637']}
{'nodes': ['a9944', 'a5314', 'a2383', 'a4662']}
{'nodes': ['a2229', 'a1217', 'a460', 'a4557', 'a5356']}
{'nodes': ['a1521', 'a6037', 'a6928', 'a9883', 'a6580']}
{'nodes': ['a2168', 'a6350', 'a648', 'a9883', 'a4652', 'a8208']}
{'nodes': ['a5583', 'a9338']}
{'nodes': ['a8692', 'a10985']}
{'nodes': ['a8391', 'a9949']}
{'nodes': ['a9052', 'a3317']}
{'nodes': ['a12203', 'a2482', 'a5882']}
{'nodes': ['a8885', 'a5414']}
{'nodes': ['a12495', 'a7687']}
{'nodes': ['a1725', 'a6491']}
{'nodes': ['a4872', 'a8083', 'a4299', 'a6423', 'a2644', 'a6258']}
{'nodes': ['a11801', 'a6491']}
{'nodes': ['a2179', 'a6033']}
{'nodes': ['a8847', 'a2469', 'a9684', 'a6423']}
{'nodes': ['a8610', 'a10389', 'a5698']}
{'nodes': ['a1568', 'a11573', 'a9113', 'a10252', 'a4299', 'a4735', 'a2644']}
{'nodes': ['a7795', 'a3447', 'a8678']}
{'nodes': ['a5917', 'a7111', 'a2400', 'a8911']}
{'nodes': ['a12204', 'a3568']}
{'nodes': ['a4375', 'a138', 'a11944']}
{'nodes': ['a1959', 'a5021', 'a1604', 'a9956', 'a5512']}
{'nodes': ['a3931', 'a6256', 'a9491', 'a386']}
{'nodes': ['a6097', 'a6967', 'a5044', 'a590']}
{'nodes': ['a5734', 'a2888']}
{'nodes': ['a6290', 'a11546', 'a3948']}
{'nodes': ['a8699', 'a5324', 'a5285', 'a8386', 'a9539', 'a747']}
{'nodes': ['a138', 'a11847', 'a3721']}
{'nodes': ['a6886', 'a4153', 'a923']}
{'nodes': ['a12446', 'a529', 'a4572', 'a5643', 'a6531']}
{'nodes': ['a8771', 'a4375', 'a8255']}
{'nodes': ['a7043', 'a5079', 'a3301', 'a434']}
{'nodes': ['a3480', 'a7509', 'a6444', 'a6126', 'a2886', 'a11948']}
{'nodes': ['a3202', 'a9797']}
{'nodes': ['a2544', 'a2888', 'a3568']}
{'nodes': ['a3121', 'a6290', 'a12260']}
{'nodes': ['a3721', 'a8902']}
{'nodes': ['a4153', 'a824', 'a8610']}
{'nodes': ['a4387', 'a4318', 'a8777']}
{'nodes': ['a1370', 'a6554', 'a3014']}
{'nodes': ['a11295', 'a6875', 'a4571']}
{'nodes': ['a9095', 'a7066']}
{'nodes': ['a9349', 'a8771', 'a6292']}
{'nodes': ['a396', 'a6554', 'a3014', 'a1050']}
{'nodes': ['a3090', 'a7871', 'a10258']}
{'nodes': ['a10600', 'a426']}
{'nodes': ['a10567', 'a10192', 'a3121']}
{'nodes': ['a1778', 'a1081']}
{'nodes': ['a6013', 'a6553']}
{'nodes': ['a8997', 'a9453']}
{'nodes': ['a8769', 'a659', 'a4871']}
{'nodes': ['a3706', 'a8743', 'a9453']}
{'nodes': ['a9704', 'a10567', 'a10339']}
{'nodes': ['a11169', 'a6588', 'a11508']}
{'nodes': ['a2059', 'a5079', 'a3301', 'a10775']}
{'nodes': ['a160', 'a2888']}
{'nodes': ['a1050', 'a6818', 'a6378', 'a2647', 'a4649', 'a8695']}
{'nodes': ['a3229', 'a5021', 'a6378', 'a10908', 'a8695']}
{'nodes': ['a9859', 'a5021', 'a6378', 'a8695']}
{'nodes': ['a472', 'a5021', 'a9956', 'a6256', 'a2441']}
{'nodes': ['a10481', 'a3568', 'a9797']}
{'nodes': ['a10115', 'a1433', 'a6071', 'a117', 'a4269', 'a10593', 'a6077', 'a4091', 'a6325', 'a4238', 'a7238', 'a12165', 'a12445', 'a8611']}
{'nodes': ['a6923', 'a3598', 'a11901']}
{'nodes': ['a1862', 'a9704', 'a5036']}
{'nodes': ['a4740', 'a8553']}
{'nodes': ['a9966', 'a9161']}
{'nodes': ['a11744', 'a902', 'a2635', 'a3298', 'a4572', 'a7294', 'a4974', 'a10130', 'a1160', 'a872', 'a2400', 'a7570', 'a11481', 'a5348', 'a10115']}
{'nodes': ['a10724', 'a2888', 'a3568', 'a7678']}
{'nodes': ['a3132', 'a3814', 'a9191', 'a9884']}
{'nodes': ['a4291', 'a7224']}
{'nodes': ['a2951', 'a11859', 'a6710']}
{'nodes': ['a2093', 'a6818', 'a9956', 'a6033']}
{'nodes': ['a1103', 'a2190']}
{'nodes': ['a11901', 'a7812', 'a7515']}
{'nodes': ['a7243', 'a842', 'a2469', 'a9684']}
{'nodes': ['a9066', 'a3090', 'a7957', 'a4649']}
{'nodes': ['a8168', 'a6364', 'a9081']}
{'nodes': ['a505', 'a850', 'a2732', 'a4110', 'a8911']}
{'nodes': ['a4975', 'a2475', 'a8542']}
{'nodes': ['a8550', 'a9453']}
{'nodes': ['a5882', 'a6708']}
{'nodes': ['a83', 'a842', 'a8083']}
{'nodes': ['a11546', 'a10799', 'a3977']}
{'nodes': ['a246', 'a3147', 'a987', 'a8692']}
{'nodes': ['a9059', 'a2475', 'a8542', 'a2413']}
{'nodes': ['a10850', 'a8743', 'a3702', 'a9161']}
{'nodes': ['a12476', 'a9797']}
{'nodes': ['a5790', 'a8083', 'a4299', 'a6423', 'a2644', 'a6258']}
{'nodes': ['a134', 'a2121', 'a5044', 'a590']}
{'nodes': ['a11567', 'a7989', 'a6923']}
{'nodes': ['a10799', 'a3633']}
{'nodes': ['a12168', 'a9191', 'a7678']}
{'nodes': ['a6756', 'a9797']}
{'nodes': ['a6739', 'a1604', 'a5285', 'a9539', 'a6685', 'a3918']}
{'nodes': ['a1121', 'a1123', 'a3543']}
{'nodes': ['a5977', 'a8039', 'a1720', 'a7186', 'a7927']}
{'nodes': ['a3206', 'a4131', 'a2894', 'a590']}
{'nodes': ['a1411', 'a6378', 'a659']}
{'nodes': ['a7713', 'a9161']}
{'nodes': ['a1758', 'a4572', 'a8386', 'a5512', 'a9348', 'a11461', 'a5643', 'a29', 'a3918']}
{'nodes': ['a269', 'a7687']}
{'nodes': ['a6833', 'a9453']}
{'nodes': ['a166', 'a5029']}
{'nodes': ['a10832', 'a4466', 'a4720', 'a1708', 'a8558', 'a5793', 'a5761', 'a4398', 'a244', 'a12', 'a12268', 'a10503', 'a129', 'a4112', 'a10230', 'a4949', 'a4765', 'a2667', 'a5687']}
{'nodes': ['a1123', 'a5033', 'a10037']}
{'nodes': ['a4032', 'a7678', 'a7469']}
{'nodes': ['a9015', 'a8692', 'a2758']}
{'nodes': ['a10037', 'a11858', 'a3547', 'a1458']}
{'nodes': ['a4210', 'a3897', 'a5229', 'a3918']}
{'nodes': ['a7515', 'a7165', 'a9035']}
{'nodes': ['a12416', 'a12496', 'a5474']}
{'nodes': ['a9054', 'a11859', 'a6710']}
{'nodes': ['a10587', 'a10985', 'a11821']}
{'nodes': ['a9035', 'a1121', 'a7937']}
{'nodes': ['a12496', 'a8096', 'a6886']}
{'nodes': ['a4201', 'a3897', 'a5029', 'a7611']}
{'nodes': ['a10093', 'a10985', 'a9949']}
{'nodes': ['a2090', 'a2475', 'a3702']}
{'nodes': ['a12058', 'a3702', 'a9161']}
